1107 5 0
1112 3 0
1115 6 0
1124 4 0
1125 2 0
1129 4 0
1136 5 0
1140 6 0
1301 3 0
1306 2 0
1309 4 0
1313 6 0
1317 6 0
2106 4.2679 0
2109 5 0
2115 4.5316 0
2118 6 0
2130 3 0
2144 6 0
2149 6.1362 0
2153 3 0
2160 5 0
2162 6 0
2302 4 0
2308 4 0
2310 6 0
2313 5.9964 0
2320 4.4787 0
2326 6.3225 0
2329 4 0
2339 4 0
2345 6.4617 0
2352 6 0
3104 6 0
3106 2 0
3109 6 0
3114 6 0
3302 4 0
3305 5.5983 0
3312 6 0
3315 6 0
3320 2.71 0
3321 7 0
3327 6 0
3330 5.0611 0
3333 6 0
4101 3.1486 0
4111 6 0
4116 3 0
4303 5.0061 0
4308 6 0
4312 4.3457 0
4315 5 0
4317 5 0
4323 6 0
4327 6 0
4503 5 0
4508 6 0
4701 5 0
4714 6 0
4717 7 0
5103 6 0
5106 3.2623 0
5109 5 0
5114 4 0
5117 5 0
5121 4.1389 0
5302 6.3352 0
5305 5 0
5310 4 0
5316 4.818 0
5319 5 0
5326 5 0
5329 5 0
6105 4.5541 0
6116 3.3562 0
6118 4 0
6123 6 0
6301 5 0
6307 5.8482 0
6309 5 0
6320 5 0
7104 4 0
7105 6 0
7109 6 0
7114 3 0
7118 5 0
7303 6 0
7308 4 0
7309 5 0
7315 5 0
7317 4 0
8102 5 0
8106 6 0
8112 3 0
8114 5 0
8302 5 0
8307 4 0
8312 6 0
8314 5 0
8319 4 0
8326 5 0
9101 4 0
9106 5 0
9114 6 0
9304 5.3954 0
9309 6 0
9316 7 0
1103 6 1
1103 3 1
1103 3 1
1103 4 1
1104 6 1
1104 3 1
1104 2 1
1104 3 1
1105 4 1
1105 3 1
1105 1 1
1105 0.5659 1
1106 3 1
1106 1 1
1106 2 1
1106 1 1
1108 6 1
1108 6 1
1108 4 1
1108 5 1
1109 4 1
1109 2 1
1109 2 1
1109 3 1
1110 4 1
1110 5 1
1110 4 1
1110 4 1
1111 6 1
1111 6 1
1111 6 1
1111 3 1
1113 4 1
1113 3 1
1113 5 1
1113 3 1
1114 7 1
1114 6 1
1114 6 1
1114 3 1
1118 6 1
1118 7 1
1118 4.864 1
1118 3.8292 1
1119 4.8754 1
1119 6 1
1119 4 1
1119 1 1
1302 5 1
1302 3 1
1302 2 1
1302 1 1
1303 6 1
1303 5 1
1303 2 1
1303 2.0513 1
1304 6 1
1304 7 1
1304 7 1
1304 7.6254 1
1305 6 1
1305 6 1
1305 4.3441 1
1305 4.3747 1
1307 7 1
1307 7 1
1307 6 1
1307 3 1
1308 6 1
1308 6 1
1308 5 1
1308 5 1
1311 5 1
1311 2 1
1311 1 1
1311 1 1
1312 4 1
1312 2 1
1312 1 1
1312 0.0032 1
1314 6 1
1314 6 1
1314 6 1
1314 7 1
1315 6 1
1315 5 1
1315 4 1
1315 2 1
1316 5 1
1316 4 1
1316 5 1
1316 4 1
1318 4 1
1318 5 1
1318 4 1
1318 2 1
1321 7 1
1321 5 1
1321 5 1
1321 3 1
1329 6 1
1329 5 1
1329 5 1
1329 2 1
2102 4 1
2102 5 1
2102 4.3047 1
2102 1 1
2103 7 1
2103 2 1
2103 1.7304 1
2103 2.7069 1
2104 6 1
2104 6 1
2104 2 1
2104 0.8164 1
2105 5 1
2105 4 1
2105 5 1
2105 4 1
2107 7 1
2107 6 1
2107 5 1
2107 5 1
2108 7 1
2108 6 1
2108 5 1
2108 2 1
2110 7 1
2110 2 1
2110 1 1
2110 1.3343 1
2111 6 1
2111 4 1
2111 3 1
2111 2 1
2112 2 1
2112 2 1
2112 4 1
2112 4 1
2113 5 1
2113 6 1
2113 5.5891 1
2113 4.9405 1
2116 7 1
2116 7 1
2116 6 1
2116 4 1
2117 6 1
2117 4 1
2117 1 1
2117 1 1
2119 5 1
2119 2 1
2119 2.1551 1
2119 0.8264 1
2120 5 1
2120 1 1
2120 1 1
