   -0.534766     0.099598    -0.886676    -1.244552    -3.492762     1.440821    -0.289144     0.144368     1.710740
   -0.321675     0.077769    -1.003361    -2.316543    -1.284838    -3.432803    -1.837629    -2.101177    -2.486115
    0.595625    -0.985841    -0.640174    -0.375060     1.769200    -0.406510     1.460476     1.335013     0.738211
   -2.149012    -1.141273     0.029424     1.629417    -1.178886    -0.311257    -0.120767     0.717698    -0.771332
   -0.874748    -0.158742    -2.118183    -0.444484    -1.516415    -0.742768     1.750288     0.306678     0.762240
   -0.170426     1.865791     1.182250     1.225424     3.225642    -1.414908     2.619477     3.251544     1.239675
    0.142558    -0.108629    -1.882843     0.425272    -1.401086    -0.437918     1.704743     0.459242    -0.331184
    1.326951     1.740599     2.050914    -1.812414    -2.640885    -0.456717    -2.244370    -1.289294    -1.976369
    0.725769     0.249908     1.758230    -1.846422    -1.428803    -0.198732     1.571746     0.524908     1.478614
   -2.484852     1.415760    -0.130734     0.730438     0.414861    -1.184338    -1.021834    -0.020353     0.404166
   -1.953890    -1.277229    -0.191345     1.348492     0.286737     2.408666     0.439951    -1.234341    -0.205391
    0.060078     1.498003     1.213256     2.570260     1.283562     1.619845     2.366057     2.878985     2.048735
   -1.057515     0.069129    -1.591978    -0.875448    -0.586846    -1.656589     1.117414    -0.265738    -1.600190
    0.619212     1.632023     2.275743    -0.464277    -0.763170     1.050469     0.421509     2.218292     1.867871
    1.471382    -0.351209     0.936601    -1.061695    -0.741795     1.926844     0.213684     1.019482    -0.190208
    1.974685    -0.430184     2.546407    -1.512265    -1.609376    -0.796253    -0.375060     0.202108     1.853938
   -2.410905     0.090828    -0.946798    -0.073403    -1.774743     0.467981    -1.136903    -2.007181    -0.880153
   -1.525048    -1.065423    -2.833151    -1.232485     1.215716     0.141812    -2.964858    -0.605335    -1.029809
    0.760091     0.688877     0.866651    -0.236439    -0.716398     0.469045    -2.172199    -1.746664    -1.987304
   -2.189964    -1.580517    -2.246858    -1.053175     0.471250    -0.410769    -1.684386     0.784448     1.405834
   -2.541679    -0.110820    -2.351328     1.152574    -1.284925     0.460071     0.062515     1.000144    -0.497952
   -0.870947     0.058819    -0.477642     1.194599     1.607417    -2.142528     0.121481     0.390328     1.086646
   -0.281234     2.051058     1.262854    -0.836686    -0.722267    -0.174926    -0.680072     1.443229     0.758119
    0.701753    -0.140058    -0.249469     0.390068    -0.286452     1.399991     0.702192    -0.614271    -0.157526
   -2.072475     0.035643    -1.313668    -1.309242    -1.777579    -2.188333    -1.123122    -0.375103    -0.637676
   -1.967195    -0.955803    -1.797808    -0.709902     1.457572     0.000423     0.378154     1.533943     0.206114
   -5.009592    -0.871806    -1.909566     0.273257     1.152347     1.347253     0.077524     0.491762    -1.670886
   -0.550605    -0.960206    -1.330607    -1.839532    -0.402350    -1.207125    -1.927317    -2.197565    -1.996826
    1.350237     0.962020     1.692262    -1.895216    -0.486972    -0.627555    -0.791262     0.746892    -1.409786
   -1.518191    -0.567848    -0.985645     1.208400     1.370983     1.111726     0.922763     0.670517    -0.660880
    0.897206     1.506131     0.926172     1.049660    -0.495240    -0.956886     1.964632     0.958468     2.219499
    1.064726     0.138785     0.855590    -1.312414    -0.501861    -0.650946     0.755540    -1.055380     0.127279
   -0.376403    -0.141409    -1.496027    -0.728809    -1.014940    -0.958096    -1.684528    -1.175630    -0.832305
    0.556597     0.975631     0.353998    -1.073043    -0.426032    -0.208412     0.004867    -1.036079    -1.998406
   -0.094774     0.152039    -2.164158     2.132502     2.159651    -0.490590     0.566000    -1.217755    -0.424036
    0.556500     0.053327     0.121354    -0.828842     0.248250    -0.118057    -1.860945    -0.120403    -1.267913
    1.177618     0.174520     1.166228    -0.098329     0.270520     1.709082    -1.226835     2.234126     0.678819
    0.759882     1.078749     1.754670    -1.107818     1.069326     0.758947     1.096799     2.044598    -1.029452
   -1.951216    -1.472990    -1.899171     1.148137     0.630031     1.113398    -0.255906    -0.957796    -0.935024
    0.237799     2.756084     0.532847     2.124375    -0.650159     0.614969     1.008934     1.092923     1.332363
    2.325799     0.167457     1.771253    -0.225469    -0.598666     1.220610     0.680988     0.381909     1.039394
