  1   9   5  13  23  15  30   2   0   1   4   4   3   4   3   5   2   2   2   3   3   2   1   5   5   4   6   5   1
  2  21   7  19  27  28  38 999 999   1   4   5   3   5   5   5   4   4   4   4   4   4   4   7   7   6   6   5   1
  3  10   4  20  20   8  18   1   0   1   4   5   4   2   2   3   1   1   1   2   1   1   1   3   2   5   4   1   0
  4  21   7  17 999  28  39   3   1   1   4 999   4   3   4   4   4   4   4   4   4   4   4   7   7   7   7   5   1
  5   9   6  19  30  14  25   3   1   0   6   5   6   5   3   5   2   2   2   2   2   2   2   4   5   3   6   5   0
  6  11   3  22  27  12 999   2   0   1   5   4   5   5   3   5   1   2   2   2   2   2   1   5   6   4   5   1 999
  7  20   5  26  24  13  37   3   1   1   4   3   4   5   4   4   2   2   2   2   1   2   2   6   7   7   7   4   1
  8  20   5  16  23  23 999   3   1   1   6   5   2   4   3   3   3   4   3   4   3   3   3   6   6   5   6 999   0
  9   8   3  17  13 999  33   1   0   0   3   1   2   2   3   2   1   1   1   1   1   2 999   5   6   6   5   5   1
 10   7   1  30  21  12  21   2   0   0   3   3   4   5   3   3   1   4   1   2   2   1   1   5   2   4   4   1   1
 11   8   3  20  21   9  19   2   0   1   3   4   4   5   3   2   1   3   1   1   1   1   1   2   5   3   4   1   0
 12  10   5  26  16  22  39   3   1   1   2   4   3   2   3   2   4   3   3   3   2   3   4   6   6   7   7   6   1
 13  11   2  27  16 999  18   1   0   0   1   4   3   4   1   3   1   1   1   1   1 999   1   3   5   2   4   1   0
 14  17   7  25  32  21  38   2   0   0   6   6   5   6   6   3   4   2   4   4   4   1   2   7   6   7   7   6   1
 15   9   4  14  24  14 999   2   0   0   4   3   3   4   5   5   2   3   2   3   2   1   1   2   1 999   1   1   0
 16  13   4  17  17  20  18   3   1   1   3   2   4   2   3   3   3   2   4   2   3   3   3   4   3   4   5   1   0
 17  16   5  13  25  12 999   2   0   1   5   3   5   4   4   4   2   3   1   2   2   1   1   5   6   6 999   1   0
 18   7   1  15  29  15 999   1   0   0   4   5   6   5   5   4   3   3   2   2   2   1   2   4   5   6   6   4 999
 19   9   3  29  17   8 999   1   0   1   4   3   3   1   2   4   2   1   1   1   1   1   1   4   3   2   4 999   0
 20   7   1  27  25  13 999   2   0   0   3   4   4   4   5   5   3   3   2   2   1   1   1   6   6   6   6 999   1
 21  10   4  26  24   9  29   2   0   0   3   6   4   3   4   4   2   1   1   1   1   1   2   5   6   5   6   3   0
 22  10   2  21  25  15 999   2   0   0   2   2   5   5   5   6   2   3   2   2   2   2   2 999   4   5   5   6   0
 23   7   5  17  24  18  34   3   1   0   4   4   5   5   2   4   2   3   3   3   3   3   1   6   6   6   6   3   1
 24  16   7  18  19  26  26   3   1   1   4   4   3   3   2   3   4   4   4   4   4   3   3   6   4   5   5   1   1
 25  13   3  23  16  18  33   2   0   0   3   1   3   3   3   3   3   3   2   2   3   3   2   6   5   6   6   4   1
 26  15   4  22  16  15  19   1   0   0   2   5   3   2   2   2   2   3   2   3   2   2   1   2   3   4   4   1   1
 27 999   2  14  27  11  26   2   0   1   5   4   4   4   5   5   1   3   2   1   1   2   1   5   6   4   6   1   0
 28  25   7  18  28  17  24   1   0   1   5   4   4   5   6   4   2   4   2   3   3   2   1   4   6   4   3   2   1
 29  16   4  18  21 999  32   2   0   0   1   5   5   4   2   4   2   3 999   2   2   2   1   6   7   6   6   1   1
 30   7   5  26  20   7   9   1   0   0   4   5   3   2   4   2   1   1   1   1   1   1   1   2   1   1   3   1   0
 31   8   4  20  21  15  25   1   0   0   5   3   2   5   3   3   2   3   2   1   2   3   2   4   6   5   3   3   0
 32  15   4   6 999  22  38   3   1   1   4   4   4   3 999   4   3   4   4   3   3   2   3   7   6   6   7   6   1
 33   8   1  23  23   8  36   3   1   1   4   4   3   4   4   4   1   2   1   1   1   1   1   6   7   5   6   6   1
 34   7   5  26  15  18  10   1   0   1   1   4   3   3   3   1   3   2   3   3   3   2   2   1   3   1   1   1   0
 35  16   4  19  24 999  32 999 999   0   3   3   5   4   3   6 999   4   1   2   3   2   1   7   6   6   6   1   1
 36  15   5  14 999  27  31   2   0   0 999 999 999 999 999 999   4   4   4   4   4   4   3   6   5   7   6   2   1
 37  17   6  14 999  20  37 999 999   0   4   3   4 999   4   5   3   3   3   4   3   2   2   6   7   7   6   5   1
 38  21   6  22  25  24 999   3   1   0   5   4   5   4   4   3   3   3   2   4   4   4   4   7   6   6   6 999   1
 39   8   3  14 999  16   6   1   0   0 999 999 999 999 999 999   1   2   2   4   3   2   2   1   1   1   1   1   0
 40  18   6  18  20  21 999   2   0   1   3   4   4   3   4   2   3   4   4   3   2   2   3   5   5 999   6   5   1
 41  11   1   9 999  16  41   3   1   0 999 999 999 999 999 999   2   3   1   4   3   2   1   7   7   7   7   6   1
 42  11   4  24  26 999  19   2   0   1   6   4   4   3   5   4 999   2   2   1   1   1   1   3   3   4   4   1   0
 43   9   4  25  22   9  25   1   0   0   3   5   3   5   3   3   1   3   1   1   1   1   1   4   5   4   5   1   1
 44   7   3  22  23  10   9   1   0   0   2   3   4   4   5   5   1   2   1   2   2   1   1   1   2   1   1   1   0
 45   9   2  26  23  14  25   2   0   0   5   4   5   4   2   3   2   4   1   2   3   1   1   3   4   5   4   6   0
 46   8   1  23  22   8 999   2   0   0   5   4   3   3   3   4   1   1   1   2   1   1   1   6   6   5   5 999   1
 47   9   1  20  23 999  33   2   0   0   3   4   5   3   4   4 999   4   1   1   1   1   1   5   7   7   6   2   1
 48  10   2  20  21  16  25   1   0   0   5   4   3   3   3   3   2   3   2   3   2   2   2   4   5   5   6   1   0
