  1   9   5  13  23  15  30   2   0   1   4   4   3   4   3   5   2   2   2   3   3   2   1   5   5   4   6   5   5
  2  21   7  19  27  28  38 999 999   1   4   5   3   5   5   5   4   4   4   4   4   4   4   7   7   6   6   5   7
  3  10   4  20  20   8  18   1   0   1   4   5   4   2   2   3   1   1   1   2   1   1   1   3   2   5   4   1   3
  4  21   7  17 999  28  39   3   1   1   4 999   4   3   4   4   4   4   4   4   4   4   4   7   7   7   7   5   6
  5   9   6  19  30  14  25   3   1   0   6   5   6   5   3   5   2   2   2   2   2   2   2   4   5   3   6   5   2
  6  11   3  22  27  12 999   2   0   1   5   4   5   5   3   5   1   2   2   2   2   2   1   5   6   4   5   1 999
  7  20   5  26  24  13  37   3   1   1   4   3   4   5   4   4   2   2   2   2   1   2   2   6   7   7   7   4   6
  8  20   5  16  23  23 999   3   1   1   6   5   2   4   3   3   3   4   3   4   3   3   3   6   6   5   6 999   4
  9   8   3  17  13 999  33   1   0   0   3   1   2   2   3   2   1   1   1   1   1   2 999   5   6   6   5   5   6
 10   7   1  30  21  12  21   2   0   0   3   3   4   5   3   3   1   4   1   2   2   1   1   5   2   4   4   1   5
 11   8   3  20  21   9  19   2   0   1   3   4   4   5   3   2   1   3   1   1   1   1   1   2   5   3   4   1   4
 12  10   5  26  16  22  39   3   1   1   2   4   3   2   3   2   4   3   3   3   2   3   4   6   6   7   7   6   7
 13  11   2  27  16 999  18   1   0   0   1   4   3   4   1   3   1   1   1   1   1 999   1   3   5   2   4   1   3
 14  17   7  25  32  21  38   2   0   0   6   6   5   6   6   3   4   2   4   4   4   1   2   7   6   7   7   6   5
 15   9   4  14  24  14 999   2   0   0   4   3   3   4   5   5   2   3   2   3   2   1   1   2   1 999   1   1   3
 16  13   4  17  17  20  18   3   1   1   3   2   4   2   3   3   3   2   4   2   3   3   3   4   3   4   5   1   1
 17  16   5  13  25  12 999   2   0   1   5   3   5   4   4   4   2   3   1   2   2   1   1   5   6   6 999   1   4
 18   7   1  15  29  15 999   1   0   0   4   5   6   5   5   4   3   3   2   2   2   1   2   4   5   6   6   4 999
