 0   1   5.0   2.0   3.4   2.2   4.7   0   4   2   3.1   3.9   1.8   1.1
 1   1   5.7   7.0   4.1   1.9   5.2   0   4   2   3.1   3.9   1.8   1.1
 2   1   3.0   3.0   4.2   1.4 999.0   0   4   2   3.1   3.9   1.8   1.1
 3   1   5.6   2.0   3.9   1.6   4.9   0   4   2   3.1   3.9   1.8   1.1
 4   1   4.4   4.0   3.7   1.4   4.6   0   4   2   3.1   3.9   1.8   1.1
 5   1   4.2   1.0   4.2   1.6   4.1   0   4   2   3.1   3.9   1.8   1.1
 6   1   3.6   5.0   3.6   1.4   4.4   0   4   2   3.1   3.9   1.8   1.1
 7   1   5.3 999.0   3.8   1.3   4.1   0   4   2   3.1   3.9   1.8   1.1
 8   1   5.0   5.0   3.8   1.3   4.2   0   4   2   3.1   3.9   1.8   1.1
 9   1   2.9   4.0   3.9   1.4   5.1   0   4   2   3.1   3.9   1.8   1.1
10   1   4.2   4.0   4.2   1.6   4.6   0   4   2   3.1   3.9   1.8   1.1
11   1   5.1 999.0   4.0   2.4   4.1   0   4   2   3.1   3.9   1.8   1.1
12   1   3.0   4.0   4.2   1.3   4.1   0   4   2   3.1   3.9   1.8   1.1
13   1   5.7   5.0   3.0   3.1   4.3   0   4   2   3.1   3.9   1.8   1.1
14   1   4.6 999.0 999.0 999.0   4.2   0   4   2   3.1   3.9   1.8   1.1
15   1   3.3   4.0   3.6   1.5   4.1   0   4   2   3.1   3.9   1.8   1.1
16   1   4.4   4.0   3.7   1.6   3.5   0   4   2   3.1   3.9   1.8   1.1
17   1   3.8   4.0   3.9   1.3   4.2   0   4   2   3.1   3.9   1.8   1.1
18   1   3.9   5.0   3.4   1.6   4.2   0   4   2   3.1   3.9   1.8   1.1
19   1   4.3    .0   2.1   2.9   2.7   0   4   2   3.1   3.9   1.8   1.1
20   1   4.5   2.0   2.9   2.1   4.2   0   4   2   3.1   3.9   1.8   1.1
 0   2   3.7   4.0   5.7   2.2 999.0   1   2   2   2.6   2.7    .1    .3
 1   2   3.4   5.0   5.1   1.4   6.0   1   2   2   2.6   2.7    .1    .3
 2   2   3.2   7.0   5.5   1.7   5.9   1   2   2   2.6   2.7    .1    .3
 3   2   3.0   7.0   4.6   1.8   6.0   1   2   2   2.6   2.7    .1    .3
 4   2   2.4   8.0   5.8   1.5   6.0   1   2   2   2.6   2.7    .1    .3
 5   2   2.3   9.0   5.3   1.4   6.0   1   2   2   2.6   2.7    .1    .3
 6   2   2.8   5.0   4.3   2.0   5.7   1   2   2   2.6   2.7    .1    .3
 7   2   2.4   9.0   4.3   1.8   5.9   1   2   2   2.6   2.7    .1    .3
 8   2   2.7   1.0   4.0   1.5   6.1   1   2   2   2.6   2.7    .1    .3
 9   2   2.5   6.0   4.6   1.4 999.0   1   2   2   2.6   2.7    .1    .3
10   2   5.3    .0   4.1    .7   6.2   1   2   2   2.6   2.7    .1    .3
11   2   2.2   7.0   5.0   1.7 999.0   1   2   2   2.6   2.7    .1    .3
12   2   2.3   5.0   4.4   1.6   6.0   1   2   2   2.6   2.7    .1    .3
13   2   2.4   5.0   4.7   1.5   5.3   1   2   2   2.6   2.7    .1    .3
14   2   3.2   4.0   4.3   1.5   5.4   1   2   2   2.6   2.7    .1    .3
15   2   2.5   6.0   4.5   1.7   5.5   1   2   2   2.6   2.7    .1    .3
16   2   2.6 999.0   4.5   1.6   5.9   1   2   2   2.6   2.7    .1    .3
17   2   2.3   5.0   4.6   1.4   5.5   1   2   2   2.6   2.7    .1    .3
18   2   3.7   7.0   5.4   1.5   5.3   1   2   2   2.6   2.7    .1    .3
19   2   3.2 999.0   4.6   1.8   5.9   1   2   2   2.6   2.7    .1    .3
20   2   4.5   4.0   4.4   1.6 999.0   1   2   2   2.6   2.7    .1    .3
 0   3   2.2    .0   3.8   2.2   4.7   0   3   0   3.0   3.3   2.8   1.5
 1   3   3.2   9.0   4.5   1.7 999.0   0   3   0   3.0   3.3   2.8   1.5
 2   3   2.7   6.0   4.0   3.9   4.6   0   3   0   3.0   3.3   2.8   1.5
 3   3   3.9   5.0   4.7   1.5 999.0   0   3   0   3.0   3.3   2.8   1.5
 4   3   3.1   7.0   5.0   1.4   4.8   0   3   0   3.0   3.3   2.8   1.5
 5   3   3.0   8.0   5.0   1.6   3.8   0   3   0   3.0   3.3   2.8   1.5
 6   3   3.3   8.0   5.3   1.8   4.1   0   3   0   3.0   3.3   2.8   1.5
 7   3   5.3   8.0 999.0 999.0   4.5   0   3   0   3.0   3.3   2.8   1.5
 8   3   5.9   7.0   5.1   1.5   3.5   0   3   0   3.0   3.3   2.8   1.5
 9   3   3.0   8.0   4.9   1.7   4.3   0   3   0   3.0   3.3   2.8   1.5
10   3   5.1   7.0   4.3   1.9   3.4   0   3   0   3.0   3.3   2.8   1.5
11   3   5.7   8.0   4.5   1.6   3.9   0   3   0   3.0   3.3   2.8   1.5
12   3   5.7   6.0 999.0 999.0   3.8   0   3   0   3.0   3.3   2.8   1.5
13   3   5.7   7.0   4.3   1.5   2.4   0   3   0   3.0   3.3   2.8   1.5
14   3   5.1   6.0   4.2   1.6   1.9   0   3   0   3.0   3.3   2.8   1.5
15   3   5.2   6.0 999.0 999.0   2.9   0   3   0   3.0   3.3   2.8   1.5
16   3   5.2   7.0   4.2   2.2   2.9   0   3   0   3.0   3.3   2.8   1.5
17   3   5.3   6.0   4.2   1.4   3.4   0   3   0   3.0   3.3   2.8   1.5
18   3   5.6   6.0   4.2   1.7   2.9   0   3   0   3.0   3.3   2.8   1.5
19   3   6.3   7.0 999.0 999.0 999.0   0   3   0   3.0   3.3   2.8   1.5
20   3   6.0   6.0 999.0 999.0   2.8   0   3   0   3.0   3.3   2.8   1.5
 0   4   2.4   8.0   5.0   1.4   5.1   0   2   3   3.3   2.4   1.8    .9
 1   4   2.4   8.0   4.9   2.0   5.4   0   2   3   3.3   2.4   1.8    .9
 2   4   4.4   5.0   4.5   3.1 999.0   0   2   3   3.3   2.4   1.8    .9
 3   4   3.7   7.0   5.0   2.8   3.9   0   2   3   3.3   2.4   1.8    .9
 4   4   3.8 999.0   5.6   3.4   5.2   0   2   3   3.3   2.4   1.8    .9
 5   4   3.0   8.0   5.5   2.1 999.0   0   2   3   3.3   2.4   1.8    .9
 6   4   2.9 999.0   6.1   1.7   5.7   0   2   3   3.3   2.4   1.8    .9
 7   4 999.0   7.0   5.4   3.1   5.1   0   2   3   3.3   2.4   1.8    .9
 8   4   5.2   8.0   5.3   2.3   4.5   0   2   3   3.3   2.4   1.8    .9
 9   4   4.2   8.0   4.8   2.3   3.4   0   2   3   3.3   2.4   1.8    .9
10   4   4.3   7.0   5.1   2.9   4.7   0   2   3   3.3   2.4   1.8    .9
11   4   4.5   8.0   4.6   4.7   4.1   0   2   3   3.3   2.4   1.8    .9
12   4   3.4 999.0   5.7   3.5   4.1   0   2   3   3.3   2.4   1.8    .9
13   4   5.1   6.0   5.5   1.5   4.2   0   2   3   3.3   2.4   1.8    .9
14   4   5.2   6.0 999.0 999.0   1.9   0   2   3   3.3   2.4   1.8    .9
15   4   4.3   5.0   6.4   1.6   4.2   0   2   3   3.3   2.4   1.8    .9
16   4   5.2   6.0   6.1   1.5   4.1   0   2   3   3.3   2.4   1.8    .9
17   4   3.6   6.0   4.6   4.7   4.3   0   2   3   3.3   2.4   1.8    .9
18   4   5.5 999.0   5.9   3.4   4.4   0   2   3   3.3   2.4   1.8    .9
19   4   4.5   7.0   4.9   1.4   4.4   0   2   3   3.3   2.4   1.8    .9
20   4   3.7   7.0   4.9   3.3   4.2   0   2   3   3.3   2.4   1.8    .9
 0   5   2.8 999.0   5.3   4.0   5.6   1   5   2   3.5   4.2   1.9   1.8
 1   5   5.6   5.0   2.8   5.9   5.6   1   5   2   3.5   4.2   1.9   1.8
 2   5   5.0   8.0 999.0 999.0   5.7   1   5   2   3.5   4.2   1.9   1.8
 3   5   5.7   9.0   3.2   3.4   6.0   1   5   2   3.5   4.2   1.9   1.8
 4   5   6.3   3.0   2.5   5.3   6.0   1   5   2   3.5   4.2   1.9   1.8
 5   5   6.6   5.0 999.0 999.0 999.0   1   5   2   3.5   4.2   1.9   1.8
 6   5   6.5   6.0 999.0 999.0   5.3   1   5   2   3.5   4.2   1.9   1.8
 7   5   4.5   9.0   5.6   1.9   6.0   1   5   2   3.5   4.2   1.9   1.8
 8   5   6.8   8.0 999.0 999.0   6.0   1   5   2   3.5   4.2   1.9   1.8
 9   5   5.2   7.0   4.0   1.8   6.0   1   5   2   3.5   4.2   1.9   1.8
10   5   5.3   7.0 999.0 999.0 999.0   1   5   2   3.5   4.2   1.9   1.8
11   5   3.5   3.0   3.3   3.2 999.0   1   5   2   3.5   4.2   1.9   1.8
12   5   6.5 999.0 999.0 999.0   5.7   1   5   2   3.5   4.2   1.9   1.8
13   5   3.4   8.0   4.9   4.2   6.5   1   5   2   3.5   4.2   1.9   1.8
14   5   6.5   9.0 999.0 999.0   6.1   1   5   2   3.5   4.2   1.9   1.8
15   5   6.5   6.0   3.8   3.8   5.0   1   5   2   3.5   4.2   1.9   1.8
16   5   3.7   7.0   4.4   2.3   5.9   1   5   2   3.5   4.2   1.9   1.8
17   5   5.8   7.0 999.0 999.0   6.0   1   5   2   3.5   4.2   1.9   1.8
18   5 999.0   7.0   3.8   3.4   5.8   1   5   2   3.5   4.2   1.9   1.8
