   1 12.31 10.03 10.22  9.09  7.57  6.30   0   0   0   0   0   0
   2 13.42 11.26  9.56 999.0 999.0 999.0   0   0   0   1 999 999
   3 11.08 10.87  8.06  7.69  5.82  3.33   0   0   0   0   0   0
   4 11.63 10.03  9.82  8.72  6.11  6.63   0   0   0   0   0   0
   5 12.12 11.29 10.89  8.89  7.82  7.14   0   0   0   0   0   0
   6 11.96 999.0 999.0 999.0 999.0 999.0   0   1 999 999 999 999
   7 10.86 11.58  7.64  7.10  5.51  4.64   0   0   0   0   0   0
   8 10.81  9.27  9.62  6.69  6.62  5.24   0   0   0   0   0   0
   9 11.57  9.85  8.23  7.49  7.42  5.66   0   0   0   0   0   0
  10 12.60 11.07  9.00  9.50  7.22  6.00   0   0   0   0   0   0
  11 12.37 10.27 10.07  8.98  9.15  7.25   0   0   0   0   0   0
  12 13.39 11.27 10.02  9.94  8.61  8.24   0   0   0   0   0   0
  13 12.49 10.85  9.22  7.81  7.25  6.45   0   0   0   0   0   0
  14 13.24 12.78 12.64 999.0 999.0 999.0   0   0   0   1 999 999
  15 12.03 11.15  8.35  6.89  6.34  4.88   0   0   0   0   0   0
  16 11.69 10.94  9.82  9.31  8.39  6.35   0   0   0   0   0   0
  17 11.57 12.43 10.69  9.45 999.0 999.0   0   0   0   0   1 999
  18 11.99 10.80 10.01  7.70  8.30  7.77   0   0   0   0   0   0
  19 12.39 999.0 999.0 999.0 999.0 999.0   0   1 999 999 999 999
  20 11.58 10.57 12.19  9.98 999.0 999.0   0   0   0   0   1 999
  21 12.35 10.33 10.33  9.61  7.75  6.77   0   0   0   0   0   0
  22 10.53 10.40  9.74  8.33  6.83 999.0   0   0   0   0   0   1
  23 11.88 10.86 10.33  9.47  8.08  7.38   0   0   0   0   0   0
  24 11.68 10.60  8.95  8.13  7.27  5.45   0   0   0   0   0   0
  25 11.98 11.04 10.41  7.41  7.89  6.55   0   0   0   0   0   0
  26 11.62 10.43  8.07  7.24  6.08  5.31   0   0   0   0   0   0
  27 11.87 11.64 10.36 10.10  9.30  8.06   0   0   0   0   0   0
  28 10.69 10.34 10.25  9.05  7.15  7.69   0   0   0   0   0   0
  29 12.28 11.03  9.77  8.91  7.52  6.86   0   0   0   0   0   0
  30 10.51 10.97  9.51  9.35  9.23  8.15   0   0   0   0   0   0
  31 13.79 11.04 11.70 10.61  9.40  8.26   0   0   0   0   0   0
  32 11.66 11.71 10.03 999.0 999.0 999.0   0   0   0   1 999 999
  33 11.37 12.35 10.26  9.63  9.37 999.0   0   0   0   0   0   1
  34 12.26 999.0 999.0 999.0 999.0 999.0   0   1 999 999 999 999
  35 11.40 10.24  9.80 10.46  7.82  6.84   0   0   0   0   0   0
  36 10.00  9.35  9.31  8.28  8.21  6.41   0   0   0   0   0   0
  37 12.07 11.76 11.53  9.84  8.77 999.0   0   0   0   0   0   1
  38 12.04 11.13 10.50  9.85  8.43  8.11   0   0   0   0   0   0
  39 12.59 10.27 10.42  7.23  6.46 999.0   0   0   0   0   0   1
  40  9.75 10.60  8.53  8.07  6.48  4.89   0   0   0   0   0   0
  41 12.64 11.52  9.07  8.13  8.21  7.88   0   0   0   0   0   0
  42 12.07 11.31  9.50  8.78  7.12  5.54   0   0   0   0   0   0
  43 11.43  9.98  7.64  7.73  8.62  6.03   0   0   0   0   0   0
  44 11.82 11.26  9.83  7.71  6.47  5.45   0   0   0   0   0   0
  45 11.48 11.85 999.0 999.0 999.0 999.0   0   0   1 999 999 999
  46 12.83 11.11 10.87  9.14  9.12  8.45   0   0   0   0   0   0
  47 12.71 10.22  9.23  8.38  8.25  8.32   0   0   0   0   0   0
  48 12.71  9.88  9.68  8.87  6.38  6.82   0   0   0   0   0   0
  49 11.62  9.62  9.42  6.75  4.54  4.46   0   0   0   0   0   0
  50 11.41 11.12  9.19  8.11  7.07  6.32   0   0   0   0   0   0
  51 10.80 11.22 11.22 999.0 999.0 999.0   0   0   0   1 999 999
  52 11.54 10.87  9.99  9.49  8.53  6.68   0   0   0   0   0   0
  53 14.14 12.06 11.48 11.02 10.05  8.35   0   0   0   0   0   0
  54 12.82 11.51 999.0 999.0 999.0 999.0   0   0   1 999 999 999
  55 11.61  9.92  9.97  8.61  7.62  6.44   0   0   0   0   0   0
  56 12.08 10.48 999.0 999.0 999.0 999.0   0   0   1 999 999 999
  57 12.53 11.95 10.04  8.90  8.05  6.18   0   0   0   0   0   0
